State,Day,Month,Year,Hour,Minute,Crash_Type,Speed_Limit,Road_User,Gender,Age
VIC,12,May,2005,2,30,Pedestrian,80,Pedestrian,Female,18
VIC,12,May,2005,13,10,Single,100,Driver,Male,82
TAS,12,May,2005,16,40,Multiple,80,Bicyclist,Male,12
NSW,13,May,2005,4,40,Pedestrian,50,Pedestrian,Female,44
WA,13,May,2005,8,0,Multiple,110,Driver,Male,54
NSW,13,May,2005,10,15,Single,110,Driver,Female,29
QLD,13,May,2005,15,0,Multiple,70,Driver,Male,20
SA,13,May,2005,18,0,Single,110,Other/-9,Male,49
NSW,13,May,2005,22,6,Pedestrian,60,Pedestrian,Female,71
NSW,13,May,2005,23,45,Pedestrian,60,Pedestrian,Male,43
VIC,13,May,2005,23,35,Single,50,Driver,Male,21
VIC,14,May,2005,3,38,Single,100,Driver,Female,21
SA,14,May,2005,3,5,Single,60,Driver,Male,19
SA,14,May,2005,4,25,Single,110,Driver,Male,47
VIC,14,May,2005,9,20,Pedestrian,80,Pedestrian,Female,77
SA,14,May,2005,10,45,Pedestrian,60,Pedestrian,Female,76
VIC,14,May,2005,23,30,Single,110,Driver,Male,35
VIC,15,May,2005,0,55,Pedestrian,100,Pedestrian,Male,56
VIC,15,May,2005,0,55,Pedestrian,100,Pedestrian,Female,40
VIC,15,May,2005,2,0,Single,100,Motor cycle rider,Male,22
VIC,15,May,2005,2,30,Single,100,Driver,Male,21
NSW,15,May,2005,4,15,Single,60,Driver,Male,21
SA,15,May,2005,15,35,Single,110,Passenger,Female,37
SA,15,May,2005,15,35,Single,110,Driver,Male,32
SA,16,May,2005,10,15,Multiple,110,Driver,Female,17
SA,16,May,2005,10,15,Multiple,110,Passenger,Male,17
NSW,16,May,2005,19,54,Multiple,80,Driver,Female,39
QLD,17,May,2005,8,0,Multiple,60,Driver,Female,66
NSW,17,May,2005,15,43,Single,110,Passenger,Female,65
NSW,17,May,2005,15,43,Single,110,Passenger,Female,82
VIC,17,May,2005,20,30,Single,100,Driver,Male,51
VIC,18,May,2005,20,5,Multiple,80,Motor cycle rider,Male,37
NSW,19,May,2005,4,0,Multiple,100,Driver,Male,54
NSW,19,May,2005,10,30,Single,100,Driver,Male,45
VIC,19,May,2005,11,29,Multiple,60,Driver,Male,68
QLD,19,May,2005,14,0,Multiple,110,Driver,Female,65
SA,19,May,2005,14,40,Single,80,Driver,Male,44
TAS,19,May,2005,16,50,Single,100,Passenger,Male,28
NSW,20,May,2005,8,10,Multiple,100,Driver,Male,44
NSW,20,May,2005,8,10,Multiple,100,Passenger,Male,14
NSW,20,May,2005,22,30,Single,80,Driver,Male,74
NSW,21,May,2005,0,15,Multiple,80,Driver,Male,64
QLD,21,May,2005,3,0,Single,80,Driver,Male,25
TAS,21,May,2005,9,30,Multiple,100,Driver,Male,28
SA,21,May,2005,11,17,Multiple,50,Driver,Male,39
NSW,21,May,2005,14,50,Multiple,60,Motor cycle rider,Male,26
SA,21,May,2005,18,30,Single,50,Driver,Male,73
NSW,21,May,2005,22,45,Single,110,Driver,Male,42
SA,22,May,2005,2,55,Single,60,Passenger,Male,26
NSW,22,May,2005,3,10,Single,100,Passenger,Male,17
QLD,22,May,2005,10,0,Multiple,60,Motor cycle rider,Male,36
VIC,22,May,2005,12,15,Single,100,Motor cycle rider,Male,66
VIC,22,May,2005,13,45,Multiple,60,Motor cycle rider,Female,39
QLD,23,May,2005,14,0,Multiple,100,Driver,Female,66
WA,24,May,2005,8,0,Multiple,110,Driver,Male,70
WA,24,May,2005,8,0,Multiple,110,Passenger,Female,70
QLD,24,May,2005,15,0,Multiple,80,Driver,Female,24
ACT,24,May,2005,17,30,Pedestrian,-9,Pedestrian,Female,40
NSW,25,May,2005,1,25,Single,100,Driver,Male,28
WA,25,May,2005,2,0,Single,50,Passenger,Male,21
QLD,25,May,2005,10,0,Single,60,Motor cycle rider,Male,17
TAS,25,May,2005,12,48,Multiple,80,Driver,Female,70
VIC,25,May,2005,23,25,Single,60,Driver,Male,22
NSW,26,May,2005,2,45,Single,60,Motor cycle rider,Male,20
NSW,27,May,2005,20,15,Multiple,70,Driver,Male,24
WA,27,May,2005,20,26,Multiple,60,Driver,Male,67
VIC,28,May,2005,0,2,Multiple,60,Passenger,Male,22
NSW,28,May,2005,19,50,Pedestrian,60,Pedestrian,Female,73
VIC,29,May,2005,2,50,Multiple,60,Passenger,Female,18
NSW,29,May,2005,7,55,Multiple,60,Bicyclist,Male,55
WA,29,May,2005,8,30,Single,110,Driver,Male,75
QLD,29,May,2005,10,0,Multiple,100,Driver,Male,73
NSW,29,May,2005,11,55,Single,100,Driver,Male,78
TAS,29,May,2005,19,0,Single,100,Driver,Male,36
SA,29,May,2005,22,35,Multiple,60,Driver,Male,23
QLD,30,May,2005,6,0,Pedestrian,100,Pedestrian,Male,44
NSW,30,May,2005,14,15,Pedestrian,100,Pedestrian,Female,16
NSW,31,May,2005,15,5,Multiple,100,Driver,Male,67
SA,31,May,2005,15,5,Single,110,Driver,Male,25
NSW,1,May,2004,1,20,Single,50,Passenger,Male,22
VIC,1,May,2004,11,55,Single,100,Driver,Female,20
QLD,1,May,2004,12,0,Single,60,Driver,Male,34
NT,1,May,2004,12,0,Single,Unlimited,Driver,Female,44
VIC,1,May,2004,15,45,Multiple,70,Passenger,Female,83
WA,1,May,2004,20,40,Single,110,Driver,Male,35
QLD,1,May,2004,22,0,Single,100,Driver,Male,18
NSW,2,May,2004,1,50,Single,100,Passenger,Male,17
VIC,2,May,2004,4,30,Single,80,Driver,Female,22
NSW,2,May,2004,7,20,Single,100,Driver,Male,40
NSW,2,May,2004,12,35,Multiple,60,Driver,Male,69
QLD,2,May,2004,13,0,Single,110,Driver,Female,65
NSW,2,May,2004,21,35,Single,100,Passenger,Female,19
VIC,3,May,2004,6,40,Single,50,Driver,Male,75
VIC,3,May,2004,13,30,Single,100,Driver,Male,58
WA,4,May,2004,6,30,Multiple,110,Driver,Male,63
VIC,4,May,2004,11,30,Pedestrian,60,Pedestrian,Male,73
NSW,4,May,2004,17,13,Multiple,50,Driver,Female,54
VIC,4,May,2004,18,15,Pedestrian,60,Pedestrian,Female,83
QLD,4,May,2004,18,0,Single,60,Bicyclist,Male,66
VIC,5,May,2004,9,50,Single,50,Driver,Male,74
TAS,5,May,2004,14,15,Single,100,Driver,Male,86
NSW,6,May,2004,4,6,Pedestrian,100,Pedestrian,Male,25
NSW,6,May,2004,17,25,Multiple,60,Motor cycle rider,Male,44
VIC,6,May,2004,20,30,Single,100,Driver,Male,18
VIC,6,May,2004,22,0,Single,100,Driver,Female,65
SA,7,May,2004,18,30,Multiple,80,Driver,Female,55
VIC,8,May,2004,0,55,Pedestrian,50,Pedestrian,Male,31
WA,8,May,2004,8,37,Multiple,80,Motor cycle rider,Male,31
NSW,8,May,2004,10,52,Multiple,100,Motor cycle rider,Male,30
VIC,8,May,2004,12,45,Multiple,100,Driver,Male,19
VIC,8,May,2004,20,5,Single,60,Passenger,Male,18
VIC,9,May,2004,0,10,Single,100,Driver,Male,53
SA,9,May,2004,1,2,Single,100,Driver,Male,20
SA,9,May,2004,1,2,Single,100,Passenger,Male,31
SA,9,May,2004,5,26,Multiple,80,Driver,Male,79
VIC,9,May,2004,12,22,Multiple,80,Passenger,Female,41
QLD,9,May,2004,12,0,Multiple,50,Passenger,Male,21
WA,9,May,2004,12,35,Single,70,Driver,Male,27
VIC,9,May,2004,19,15,Multiple,70,Motor cycle rider,Female,35
QLD,10,May,2004,7,0,Single,100,Passenger,Female,38
QLD,11,May,2004,0,0,Single,60,Driver,Male,31
QLD,11,May,2004,11,0,Pedestrian,60,Pedestrian,Male,89
VIC,11,May,2004,16,40,Pedestrian,100,Pedestrian,Female,13
VIC,11,May,2004,17,0,Multiple,100,Bicyclist,Male,88
QLD,11,May,2004,20,0,Single,60,Motor cycle rider,Male,20
VIC,12,May,2004,3,46,Single,80,Driver,Female,25
WA,12,May,2004,15,30,Multiple,50,Passenger,Female,81
WA,12,May,2004,16,20,Single,90,Driver,Male,30
QLD,13,May,2004,2,0,Single,70,Passenger,Male,23
WA,13,May,2004,7,45,Single,110,Driver,Female,17
NSW,13,May,2004,20,50,Multiple,60,Driver,Male,19
VIC,14,May,2004,13,50,Multiple,100,Driver,Male,59
WA,14,May,2004,13,20,Multiple,80,Passenger,Male,4
QLD,14,May,2004,15,0,Single,100,Driver,Male,60
VIC,14,May,2004,18,0,Single,50,Motor cycle rider,Male,23
QLD,14,May,2004,21,0,Pedestrian,60,Pedestrian,Male,14
VIC,15,May,2004,1,4,Single,60,Passenger,Female,18
VIC,15,May,2004,2,0,Single,50,Motor cycle rider,Male,23
VIC,15,May,2004,2,10,Pedestrian,60,Pedestrian,Male,22
NSW,15,May,2004,12,52,Multiple,100,Driver,Female,81
NSW,15,May,2004,12,50,Pedestrian,60,Pedestrian,Male,81
NSW,15,May,2004,13,40,Multiple,100,Driver,Male,53
VIC,15,May,2004,13,50,Multiple,100,Driver,Male,76
QLD,15,May,2004,13,0,Single,100,Motor cycle rider,Male,31
TAS,15,May,2004,15,0,Single,80,Passenger,Female,77
NT,15,May,2004,17,2,Pedestrian,60,Pedestrian,Male,42
WA,15,May,2004,19,0,Multiple,110,Driver,Male,39
QLD,15,May,2004,21,0,Multiple,80,Passenger,Male,18
SA,15,May,2004,23,35,Multiple,60,Driver,Male,22
NSW,16,May,2004,0,5,Single,100,Driver,Male,45
QLD,16,May,2004,6,0,Single,100,Driver,Male,36
NSW,16,May,2004,7,30,Single,110,Passenger,Female,51
VIC,16,May,2004,9,20,Multiple,60,Motor cycle rider,Male,38
NSW,16,May,2004,16,20,Pedestrian,50,Pedestrian,Male,60
QLD,16,May,2004,17,0,Single,80,Driver,Male,21
NT,18,May,2004,3,6,Single,60,Driver,Male,25
NSW,18,May,2004,12,25,Pedestrian,70,Pedestrian,Male,78
TAS,18,May,2004,13,0,Multiple,100,Driver,Male,17
SA,18,May,2004,19,59,Multiple,100,Driver,Male,24
SA,18,May,2004,19,59,Multiple,100,Driver,Male,58
NSW,18,May,2004,21,55,Single,50,Passenger,Male,30
NSW,18,May,2004,22,2,Single,40,Passenger,Female,18
NSW,18,May,2004,22,2,Single,40,Driver,Male,19
WA,19,May,2004,1,20,Single,80,Driver,Male,31
VIC,19,May,2004,13,0,Pedestrian,100,Pedestrian,Male,47
NSW,19,May,2004,18,0,Multiple,100,Driver,Male,32
NSW,19,May,2004,18,0,Multiple,100,Passenger,Female,25
NSW,19,May,2004,18,0,Multiple,100,Passenger,Male,3
QLD,19,May,2004,18,0,Pedestrian,60,Pedestrian,Male,79
WA,20,May,2004,8,30,Multiple,110,Driver,Female,40
QLD,20,May,2004,14,0,Multiple,70,Driver,Female,82
QLD,20,May,2004,16,0,Multiple,50,Motor cycle rider,Male,69
VIC,20,May,2004,19,20,Single,100,Motor cycle rider,Male,16
NSW,21,May,2004,3,12,Single,50,Driver,Male,16
NSW,21,May,2004,8,10,Pedestrian,60,Pedestrian,Female,88
NSW,21,May,2004,14,15,Multiple,100,Driver,Male,63
NSW,21,May,2004,14,15,Multiple,100,Passenger,Female,62
NSW,21,May,2004,14,10,Pedestrian,70,Pedestrian,Male,28
NSW,21,May,2004,17,10,Pedestrian,50,Pedestrian,Male,77
NSW,21,May,2004,17,10,Pedestrian,50,Pedestrian,Male,56
SA,21,May,2004,17,15,Multiple,60,Bicyclist,Male,43
NSW,21,May,2004,19,15,Single,100,Driver,Male,28
VIC,21,May,2004,23,45,Multiple,50,Passenger,Female,35
VIC,21,May,2004,23,45,Multiple,50,Driver,Male,34
VIC,22,May,2004,12,22,Multiple,100,Driver,Female,63
QLD,22,May,2004,20,0,Multiple,60,Motor cycle pillion passenger,Female,46
SA,22,May,2004,23,0,Single,110,Driver,Male,20
VIC,23,May,2004,4,0,Single,-9,Motor cycle rider,Male,23
NSW,23,May,2004,12,15,Multiple,100,Motor cycle rider,Male,43
VIC,23,May,2004,15,0,Single,100,Motor cycle rider,Male,18
SA,24,May,2004,4,0,Multiple,60,Motor cycle rider,Male,30
VIC,24,May,2004,13,25,Single,100,Passenger,Male,90
NSW,24,May,2004,14,21,Single,70,Driver,Male,78
NSW,24,May,2004,19,35,Multiple,100,Driver,Male,66
VIC,25,May,2004,11,25,Multiple,100,Driver,Male,39
SA,25,May,2004,17,55,Pedestrian,60,Pedestrian,Female,67
VIC,26,May,2004,1,50,Multiple,70,Driver,Male,33
NSW,26,May,2004,4,19,Single,50,Driver,Female,23
VIC,26,May,2004,6,0,Pedestrian,60,Pedestrian,Female,46
VIC,26,May,2004,11,33,Pedestrian,50,Pedestrian,Female,78
VIC,26,May,2004,22,20,Pedestrian,60,Pedestrian,Male,33
VIC,27,May,2004,2,20,Multiple,60,Driver,Male,22
QLD,27,May,2004,16,0,Multiple,60,Motor cycle rider,Male,17
WA,28,May,2004,6,50,Multiple,110,Driver,Male,19
VIC,28,May,2004,8,27,Multiple,80,Driver,Male,21
NSW,28,May,2004,10,15,Pedestrian,60,Pedestrian,Male,81
QLD,28,May,2004,16,0,Single,100,Motor cycle rider,Male,30
SA,28,May,2004,18,48,Pedestrian,60,Pedestrian,Female,72
WA,28,May,2004,18,0,Multiple,110,Driver,Male,79
VIC,28,May,2004,22,10,Pedestrian,110,Pedestrian,Male,25
QLD,29,May,2004,13,0,Multiple,110,Driver,Male,36
QLD,29,May,2004,16,0,Single,60,Other/-9,Female,51
VIC,30,May,2004,1,0,Multiple,80,Driver,Male,23
VIC,30,May,2004,1,20,Single,100,Driver,Male,40
QLD,30,May,2004,4,0,Single,110,Driver,Male,30
VIC,30,May,2004,6,50,Multiple,100,Motor cycle rider,Male,35
NSW,30,May,2004,19,40,Single,80,Driver,Female,42
WA,30,May,2004,21,45,Single,110,Driver,Male,37
NSW,30,May,2004,22,30,Pedestrian,60,Pedestrian,Male,24
VIC,30,May,2004,99,99,Single,100,Driver,Male,36
NSW,31,May,2004,10,20,Pedestrian,60,Pedestrian,Male,27
NSW,2,May,2003,16,40,Multiple,60,Driver,Male,31
NSW,2,May,2003,16,40,Multiple,60,Passenger,Female,29
NSW,2,May,2003,16,40,Multiple,60,Passenger,Female,0
TAS,2,May,2003,18,19,Multiple,80,Driver,Male,19
NSW,3,May,2003,3,50,Single,100,Driver,Male,41
VIC,3,May,2003,4,6,Single,100,Driver,Female,15
VIC,3,May,2003,5,40,Single,100,Passenger,Male,17
WA,3,May,2003,9,50,Multiple,100,Driver,Female,27
WA,3,May,2003,13,20,Multiple,70,Driver,Female,19
VIC,3,May,2003,16,45,Multiple,100,Driver,Female,42
NSW,3,May,2003,23,50,Single,80,Driver,Male,18
VIC,4,May,2003,0,5,Single,100,Driver,Male,30
NSW,4,May,2003,1,40,Pedestrian,60,Pedestrian,Male,34
NSW,4,May,2003,9,20,Single,100,Passenger,Male,71
NSW,4,May,2003,9,25,Single,110,Driver,Male,28
VIC,4,May,2003,18,58,Pedestrian,50,Pedestrian,Male,7
SA,4,May,2003,23,45,Multiple,80,Bicyclist,Male,27
NSW,5,May,2003,1,32,Single,60,Passenger,Female,20
NT,5,May,2003,10,0,Single,Unlimited,Passenger,Male,28
QLD,5,May,2003,13,0,Multiple,100,Motor cycle rider,Male,58
NSW,5,May,2003,14,30,Single,100,Passenger,Female,81
VIC,5,May,2003,16,45,Single,100,Driver,Male,24
NSW,5,May,2003,17,55,Pedestrian,70,Pedestrian,Female,16
SA,7,May,2003,7,35,Multiple,80,Motor cycle rider,Male,50
NSW,7,May,2003,8,55,Single,100,Driver,Female,52
SA,8,May,2003,1,10,Single,110,Driver,Male,-9
VIC,8,May,2003,6,0,Multiple,70,Passenger,Male,26
VIC,8,May,2003,6,0,Multiple,70,Passenger,Male,33
VIC,8,May,2003,6,0,Multiple,70,Driver,Male,43
QLD,8,May,2003,11,0,Multiple,70,Passenger,Female,83
QLD,8,May,2003,16,0,Pedestrian,60,Pedestrian,Male,76
VIC,9,May,2003,6,40,Single,110,Passenger,Male,80
TAS,9,May,2003,6,45,Multiple,100,Driver,Male,21
VIC,9,May,2003,12,30,Multiple,60,Passenger,Female,84
NSW,9,May,2003,22,0,Single,80,Driver,Male,40
VIC,9,May,2003,22,25,Single,60,Driver,Male,35
NSW,10,May,2003,3,40,Pedestrian,50,Pedestrian,Male,40
QLD,10,May,2003,4,0,Single,100,Driver,Female,47
VIC,11,May,2003,12,20,Single,100,Driver,Male,19
QLD,11,May,2003,16,0,Pedestrian,50,Pedestrian,Male,36
VIC,11,May,2003,17,30,Multiple,100,Passenger,Male,17
WA,11,May,2003,23,25,Single,100,Driver,Male,39
QLD,12,May,2003,6,0,Multiple,100,Motor cycle rider,Male,37
VIC,13,May,2003,7,45,Pedestrian,60,Pedestrian,Male,70
NSW,13,May,2003,11,19,Pedestrian,40,Pedestrian,Male,72
SA,13,May,2003,11,30,Single,100,Motor cycle rider,Female,35
VIC,13,May,2003,13,5,Multiple,100,Driver,Male,21
SA,13,May,2003,16,0,Multiple,110,Bicyclist,Male,46
NSW,13,May,2003,18,10,Pedestrian,60,Pedestrian,Female,17
VIC,13,May,2003,18,59,Multiple,60,Driver,Male,34
NSW,13,May,2003,19,35,Multiple,60,Motor cycle rider,Male,18
NSW,14,May,2003,1,0,Single,100,Driver,Male,44
NSW,14,May,2003,18,30,Pedestrian,50,Pedestrian,Male,31
NT,15,May,2003,1,40,Single,Unlimited,Passenger,Female,27
NSW,15,May,2003,15,0,Multiple,70,Driver,Male,84
VIC,16,May,2003,7,25,Single,100,Driver,Male,22
SA,16,May,2003,9,25,Multiple,60,Passenger,Male,18
QLD,17,May,2003,11,0,Single,100,Passenger,Male,18
VIC,17,May,2003,12,54,Multiple,50,Motor cycle rider,Male,33
QLD,17,May,2003,14,0,Single,100,Motor cycle rider,Male,34
WA,18,May,2003,0,1,Single,110,Driver,Male,51
VIC,18,May,2003,8,0,Single,110,Passenger,Male,24
VIC,18,May,2003,9,55,Multiple,100,Driver,Female,85
SA,18,May,2003,9,40,Single,50,Driver,Male,17
WA,18,May,2003,11,40,Single,110,Passenger,Male,1
WA,20,May,2003,3,0,Single,100,Driver,Male,20
VIC,20,May,2003,11,30,Multiple,60,Motor cycle rider,Male,26
NSW,20,May,2003,15,0,Single,100,Driver,Male,51
NSW,20,May,2003,16,15,Multiple,60,Passenger,Female,82
QLD,20,May,2003,22,0,Pedestrian,100,Pedestrian,Male,24
NSW,21,May,2003,4,0,Single,100,Driver,Male,32
QLD,21,May,2003,19,0,Single,80,Passenger,Female,21
QLD,22,May,2003,0,0,Single,50,Motor cycle rider,Male,21
NSW,22,May,2003,5,30,Multiple,60,Passenger,Male,56
WA,22,May,2003,11,40,Multiple,110,Driver,Male,40
NSW,22,May,2003,18,30,Multiple,100,Driver,Male,50
VIC,23,May,2003,4,45,Single,70,Passenger,Male,17
VIC,23,May,2003,4,45,Single,70,Driver,Male,22
VIC,23,May,2003,10,40,Multiple,100,Driver,Male,60
NSW,23,May,2003,11,55,Single,60,Driver,Male,80
QLD,23,May,2003,12,0,Multiple,80,Driver,Female,79
QLD,23,May,2003,15,0,Single,60,Passenger,Male,7
QLD,23,May,2003,19,0,Multiple,80,Driver,Male,18
VIC,23,May,2003,21,55,Multiple,100,Motor cycle rider,Male,27
VIC,23,May,2003,23,30,Single,100,Driver,Male,33
WA,24,May,2003,0,0,Single,-9,Passenger,Male,19
NSW,24,May,2003,14,0,Single,100,Driver,Male,68
NSW,24,May,2003,15,50,Multiple,60,Motor cycle rider,Male,52
QLD,25,May,2003,2,0,Single,100,Driver,Male,22
NSW,25,May,2003,4,0,Single,100,Passenger,Female,19
QLD,25,May,2003,9,0,Single,100,Driver,Male,72
NSW,25,May,2003,13,10,Multiple,80,Motor cycle rider,Male,25
NSW,25,May,2003,20,15,Multiple,70,Passenger,Female,21
QLD,26,May,2003,4,0,Multiple,60,Driver,Male,42
NSW,26,May,2003,9,55,Single,60,Driver,Male,52
NSW,26,May,2003,11,15,Multiple,80,Passenger,Female,85
NSW,26,May,2003,11,15,Multiple,80,Driver,Male,80
NSW,26,May,2003,17,4,Multiple,80,Driver,Male,49
NSW,26,May,2003,17,4,Multiple,80,Driver,Male,33
QLD,27,May,2003,16,0,Multiple,60,Motor cycle rider,Male,45
QLD,27,May,2003,16,0,Multiple,80,Motor cycle rider,Male,20
TAS,27,May,2003,16,5,Single,100,Motor cycle rider,Female,34
NSW,27,May,2003,20,0,Single,110,Driver,Male,22
VIC,27,May,2003,23,15,Multiple,100,Motor cycle rider,Male,49
QLD,28,May,2003,11,0,Multiple,80,Driver,Male,19
NSW,28,May,2003,14,20,Pedestrian,80,Pedestrian,Male,46
NT,29,May,2003,0,16,Single,70,Driver,Female,21
NSW,29,May,2003,7,45,Pedestrian,60,Pedestrian,Female,73
WA,29,May,2003,15,0,Multiple,110,Passenger,Male,64
QLD,29,May,2003,17,0,Single,60,Bicyclist,Male,33
NSW,29,May,2003,19,0,Multiple,80,Driver,Female,24
VIC,30,May,2003,3,3,Single,80,Driver,Male,28
NSW,30,May,2003,15,9,Multiple,60,Motor cycle rider,Male,37
WA,30,May,2003,15,50,Multiple,70,Driver,Male,22
SA,31,May,2003,1,33,Single,90,Passenger,Male,18
SA,31,May,2003,1,33,Single,90,Passenger,Male,15
SA,31,May,2003,1,33,Single,90,Passenger,Male,16
SA,31,May,2003,1,55,Pedestrian,80,Pedestrian,Male,19
NSW,31,May,2003,3,10,Single,80,Driver,Female,19
ACT,31,May,2003,4,0,Single,-9,Passenger,Male,26
VIC,31,May,2003,5,15,Pedestrian,80,Pedestrian,Male,23
VIC,31,May,2003,13,55,Single,100,Driver,Female,56
WA,31,May,2003,19,30,Pedestrian,80,Pedestrian,Female,30
SA,31,May,2003,21,0,Single,60,Driver,Male,25
QLD,31,May,2003,23,0,Pedestrian,60,Pedestrian,Male,36
TAS,1,May,2002,10,20,Single,60,Driver,Male,42
VIC,1,May,2002,14,10,Multiple,100,Passenger,Female,90
VIC,1,May,2002,14,10,Multiple,100,Driver,Female,82
WA,1,May,2002,15,30,Multiple,110,Driver,Male,41
WA,1,May,2002,15,30,Multiple,110,Passenger,Male,11
WA,1,May,2002,22,10,Single,70,Driver,Male,22
WA,2,May,2002,13,2,Multiple,100,Driver,Male,46
NSW,2,May,2002,17,25,Single,100,Passenger,Female,43
NSW,2,May,2002,17,25,Single,100,Driver,Male,43
NSW,2,May,2002,17,25,Single,100,Passenger,Female,84
NSW,2,May,2002,17,25,Single,100,Passenger,Male,67
WA,3,May,2002,0,30,Single,110,Passenger,Male,16
QLD,3,May,2002,13,0,Pedestrian,70,Pedestrian,Male,77
SA,3,May,2002,16,9,Multiple,60,Passenger,Female,57
QLD,3,May,2002,17,0,Multiple,100,Driver,Male,31
QLD,3,May,2002,20,0,Multiple,60,Driver,Male,29
QLD,3,May,2002,21,0,Multiple,110,Driver,Female,24
QLD,3,May,2002,21,0,Single,100,Passenger,Female,10
VIC,3,May,2002,22,30,Multiple,100,Passenger,Male,17
QLD,4,May,2002,2,0,Single,100,Passenger,Male,17
QLD,4,May,2002,10,0,Single,100,Driver,Male,33
SA,4,May,2002,16,29,Multiple,60,Motor cycle rider,Male,35
NSW,4,May,2002,19,32,Single,60,Motor cycle pillion passenger,Female,16
QLD,4,May,2002,21,0,Single,100,Driver,Male,19
VIC,5,May,2002,0,40,Single,60,Passenger,Male,20
VIC,5,May,2002,1,20,Single,100,Passenger,Male,18
WA,5,May,2002,7,15,Single,110,Passenger,Female,30
VIC,5,May,2002,18,10,Pedestrian,80,Pedestrian,Male,59
ACT,6,May,2002,9,30,Single,-9,Driver,Male,87
WA,6,May,2002,10,15,Single,60,Other/-9,Male,68
NSW,6,May,2002,11,40,Multiple,110,Passenger,Female,17
WA,6,May,2002,13,45,Multiple,110,Passenger,Male,30
WA,6,May,2002,13,45,Multiple,110,Passenger,Male,40
SA,6,May,2002,15,25,Multiple,110,Passenger,Male,82
WA,6,May,2002,15,15,Multiple,110,Passenger,Female,88
QLD,7,May,2002,6,0,Single,100,Driver,Male,32
TAS,7,May,2002,10,35,Multiple,110,Driver,Female,65
SA,7,May,2002,22,50,Single,60,Driver,Male,39
NSW,8,May,2002,6,20,Pedestrian,70,Pedestrian,Male,61
NSW,8,May,2002,7,30,Multiple,100,Driver,Female,75
NSW,8,May,2002,7,0,Pedestrian,60,Pedestrian,Male,52
NSW,9,May,2002,11,45,Multiple,100,Driver,Male,33
TAS,10,May,2002,1,0,Single,50,Driver,Female,33
QLD,10,May,2002,11,0,Single,100,Driver,Female,73
NSW,10,May,2002,13,20,Pedestrian,90,Pedestrian,Male,32
VIC,10,May,2002,22,40,Single,100,Passenger,Male,34
WA,11,May,2002,10,30,Multiple,70,Motor cycle rider,Male,28
VIC,11,May,2002,12,25,Multiple,100,Passenger,Male,17
VIC,11,May,2002,12,20,Single,100,Passenger,Female,48
SA,11,May,2002,13,8,Single,110,Passenger,Female,4
VIC,11,May,2002,18,45,Pedestrian,60,Pedestrian,Female,15
NSW,11,May,2002,23,30,Multiple,70,Passenger,Male,15
WA,12,May,2002,1,30,Single,90,Driver,Female,22
VIC,12,May,2002,5,3,Single,60,Passenger,Male,21
NSW,12,May,2002,9,15,Multiple,80,Bicyclist,Female,49
VIC,12,May,2002,16,17,Pedestrian,60,Pedestrian,Male,7
WA,13,May,2002,7,30,Multiple,80,Motor cycle rider,Male,56
NSW,13,May,2002,10,40,Single,100,Driver,Female,39
QLD,13,May,2002,15,0,Single,100,Passenger,Male,17
NSW,13,May,2002,19,50,Multiple,110,Driver,Male,57
VIC,13,May,2002,20,30,Single,100,Driver,Male,46
NSW,14,May,2002,9,30,Pedestrian,50,Pedestrian,Male,84
VIC,14,May,2002,16,30,Multiple,100,Passenger,Male,22
VIC,14,May,2002,16,30,Multiple,100,Driver,Female,22
NSW,14,May,2002,17,25,Single,100,Motor cycle rider,Male,54
NSW,14,May,2002,18,48,Single,60,Driver,Male,23
NSW,14,May,2002,18,30,Single,80,Passenger,Female,25
VIC,14,May,2002,18,55,Single,100,Driver,Male,32
SA,14,May,2002,18,15,Multiple,110,Driver,Male,22
VIC,15,May,2002,4,0,Single,100,Driver,Male,45
QLD,15,May,2002,18,0,Single,100,Passenger,Male,18
NSW,15,May,2002,19,5,Single,50,Passenger,Male,28
QLD,15,May,2002,23,0,Single,100,Driver,Male,23
VIC,16,May,2002,1,20,Multiple,100,Driver,Female,54
VIC,16,May,2002,8,30,Multiple,100,Motor cycle rider,Male,20
QLD,16,May,2002,14,0,Multiple,80,Motor cycle rider,Male,28
NSW,17,May,2002,3,30,Single,80,Driver,Male,26
WA,17,May,2002,13,30,Single,110,Driver,Male,36
WA,17,May,2002,18,10,Multiple,50,Bicyclist,Male,67
WA,17,May,2002,19,30,Single,110,Passenger,Male,16
NSW,17,May,2002,20,32,Pedestrian,60,Pedestrian,Male,79
NSW,17,May,2002,20,32,Pedestrian,60,Pedestrian,Female,80
VIC,17,May,2002,20,0,Multiple,110,Driver,Male,64
VIC,17,May,2002,21,0,Pedestrian,100,Pedestrian,Male,66
VIC,18,May,2002,2,20,Single,70,Motor cycle rider,Male,32
QLD,18,May,2002,3,0,Single,80,Driver,Male,19
NSW,18,May,2002,5,50,Multiple,100,Driver,Male,59
VIC,18,May,2002,12,15,Multiple,80,Passenger,Male,18
VIC,18,May,2002,12,35,Single,100,Driver,Male,59
WA,19,May,2002,4,49,Single,80,Driver,Female,18
VIC,19,May,2002,5,30,Single,60,Driver,Male,22
NSW,19,May,2002,12,20,Multiple,60,Driver,Male,74
NSW,19,May,2002,15,15,Multiple,100,Driver,Female,49
NSW,19,May,2002,15,15,Multiple,100,Passenger,Male,49
NSW,19,May,2002,16,10,Multiple,100,Driver,Female,36
