State,Day,Month,Year,Hour,Minute,Crash_Type,Speed_Limit,Road_User,Gender,Age
SA,4,May,2000,11,5,Pedestrian,-9,Pedestrian,Male,83
VIC,4,May,2000,13,15,Multiple,100,Passenger,Male,27
VIC,4,May,2000,14,0,Multiple,80,Driver,Male,22
NSW,4,May,2000,18,55,Pedestrian,60,Pedestrian,Male,5
QLD,4,May,2000,19,0,Multiple,80,Motor cycle rider,Male,45
QLD,4,May,2000,19,0,Multiple,80,Motor cycle pillion passenger,Male,22
NSW,4,May,2000,22,50,Single,110,Passenger,Female,20
NSW,5,May,2000,5,30,Single,100,Driver,Female,28
VIC,5,May,2000,7,35,Multiple,100,Driver,Male,74
QLD,5,May,2000,7,0,Single,100,Driver,Female,60
NSW,5,May,2000,15,50,Multiple,60,Driver,Male,50
VIC,5,May,2000,16,15,Multiple,70,Passenger,Male,0
VIC,5,May,2000,16,15,Multiple,70,Driver,Female,27
QLD,5,May,2000,18,0,Pedestrian,60,Pedestrian,Female,84
NSW,5,May,2000,20,0,Single,70,Driver,Male,29
WA,6,May,2000,0,30,Single,110,Driver,Male,23
SA,6,May,2000,2,40,Pedestrian,60,Pedestrian,Male,29
NSW,6,May,2000,3,45,Pedestrian,60,Pedestrian,Male,19
NSW,6,May,2000,15,30,Multiple,100,Bicyclist,Male,34
VIC,6,May,2000,15,32,Single,100,Driver,Male,50
VIC,7,May,2000,4,30,Pedestrian,100,Pedestrian,Male,21
SA,7,May,2000,13,15,Multiple,110,Driver,Male,20
NSW,7,May,2000,14,15,Single,100,Driver,Male,77
NSW,7,May,2000,14,15,Single,100,Passenger,Female,61
WA,7,May,2000,14,30,Single,90,Motor cycle rider,Female,45
QLD,7,May,2000,17,0,Single,80,Driver,Male,32
VIC,7,May,2000,22,13,Pedestrian,60,Pedestrian,Male,48
QLD,8,May,2000,15,0,Multiple,80,Driver,Female,48
QLD,8,May,2000,17,0,Pedestrian,60,Pedestrian,Male,77
SA,9,May,2000,5,6,Multiple,60,Driver,Male,16
SA,9,May,2000,5,6,Multiple,60,Passenger,Male,16
SA,9,May,2000,5,6,Multiple,60,Passenger,Male,53
NSW,9,May,2000,10,20,Pedestrian,60,Pedestrian,Male,78
NSW,9,May,2000,12,30,Pedestrian,60,Pedestrian,Male,72
NSW,9,May,2000,19,30,Single,80,Driver,Female,41
SA,9,May,2000,20,35,Multiple,100,Driver,Male,18
QLD,9,May,2000,23,0,Multiple,60,Passenger,Male,37
NSW,10,May,2000,10,30,Pedestrian,60,Pedestrian,Female,73
WA,10,May,2000,11,5,Pedestrian,50,Pedestrian,Male,62
TAS,10,May,2000,11,35,Multiple,100,Driver,Male,71
NSW,10,May,2000,15,20,Multiple,100,Driver,Female,18
NSW,10,May,2000,18,50,Pedestrian,60,Pedestrian,Male,63
QLD,10,May,2000,20,0,Multiple,100,Passenger,Female,24
WA,10,May,2000,22,0,Multiple,80,Passenger,Female,63
QLD,11,May,2000,2,0,Single,40,Driver,Female,25
NT,11,May,2000,2,0,Single,Unlimited,Passenger,Male,16
NSW,11,May,2000,18,48,Multiple,60,Motor cycle rider,Male,45
TAS,11,May,2000,19,0,Single,100,Passenger,Male,33
NSW,12,May,2000,0,30,Single,100,Driver,Male,26
NSW,12,May,2000,6,55,Single,100,Driver,Male,28
NSW,12,May,2000,7,0,Multiple,60,Passenger,Female,25
NSW,12,May,2000,10,6,Multiple,60,Motor cycle rider,Female,23
QLD,12,May,2000,12,0,Single,100,Passenger,Male,5
QLD,12,May,2000,12,0,Single,100,Passenger,Male,4
VIC,12,May,2000,16,35,Pedestrian,60,Pedestrian,Female,79
VIC,13,May,2000,0,35,Multiple,70,Driver,Male,26
VIC,13,May,2000,6,30,Multiple,100,Driver,Male,23
VIC,13,May,2000,18,35,Multiple,100,Driver,Female,30
QLD,13,May,2000,18,0,Multiple,60,Motor cycle rider,Male,25
NT,14,May,2000,14,0,Single,Unlimited,Passenger,Male,19
VIC,14,May,2000,17,40,Single,100,Driver,Female,30
QLD,14,May,2000,19,0,Single,60,Driver,Male,37
NSW,14,May,2000,20,50,Pedestrian,60,Pedestrian,Female,30
VIC,15,May,2000,3,0,Single,70,Driver,Male,24
NSW,15,May,2000,8,20,Multiple,60,Driver,Male,63
TAS,15,May,2000,16,40,Pedestrian,100,Pedestrian,Male,13
NSW,15,May,2000,17,30,Pedestrian,60,Pedestrian,Female,70
WA,16,May,2000,7,10,Multiple,110,Driver,Female,49
WA,16,May,2000,7,10,Multiple,110,Passenger,Female,20
NSW,16,May,2000,16,0,Multiple,100,Driver,Male,42
NSW,16,May,2000,16,15,Multiple,50,Motor cycle rider,Male,14
SA,16,May,2000,18,5,Single,100,Driver,Male,21
VIC,17,May,2000,6,40,Multiple,90,Driver,Male,45
QLD,17,May,2000,16,0,Single,80,Motor cycle rider,Male,19
QLD,17,May,2000,16,0,Pedestrian,60,Pedestrian,Female,71
VIC,17,May,2000,17,5,Multiple,80,Passenger,Male,24
VIC,17,May,2000,17,5,Multiple,80,Driver,Male,37
VIC,17,May,2000,19,3,Pedestrian,80,Pedestrian,Male,15
QLD,18,May,2000,2,0,Single,100,Driver,Male,19
QLD,18,May,2000,2,0,Single,100,Passenger,Male,21
NSW,18,May,2000,14,30,Multiple,60,Driver,Female,26
SA,18,May,2000,15,15,Multiple,60,Motor cycle rider,Female,62
QLD,19,May,2000,9,0,Single,60,Driver,Male,19
NSW,19,May,2000,10,10,Single,100,Driver,Male,62
WA,19,May,2000,13,25,Pedestrian,60,Pedestrian,Male,11
VIC,19,May,2000,15,45,Multiple,80,Motor cycle rider,Male,29
NSW,19,May,2000,18,0,Multiple,100,Motor cycle rider,Male,40
NSW,19,May,2000,20,0,Multiple,100,Passenger,Male,44
VIC,20,May,2000,2,24,Multiple,60,Passenger,Female,30
VIC,20,May,2000,2,24,Multiple,60,Driver,Male,29
QLD,20,May,2000,2,0,Single,100,Passenger,Male,15
NSW,20,May,2000,5,10,Pedestrian,100,Pedestrian,Male,20
VIC,20,May,2000,9,20,Multiple,100,Passenger,Female,78
SA,20,May,2000,16,0,Single,110,Driver,Female,31
WA,20,May,2000,16,55,Pedestrian,80,Pedestrian,Female,6
WA,20,May,2000,18,0,Single,60,Motor cycle rider,Male,27
WA,20,May,2000,20,3,Pedestrian,60,Pedestrian,Male,72
WA,21,May,2000,9,0,Single,110,Passenger,Female,26
VIC,21,May,2000,12,0,Multiple,90,Passenger,Female,70
NSW,21,May,2000,23,46,Single,60,Driver,Male,37
QLD,23,May,2000,1,0,Single,60,Driver,Male,19
WA,23,May,2000,15,0,Single,110,Motor cycle pillion passenger,Male,24
WA,23,May,2000,19,55,Multiple,110,Driver,Male,0
VIC,24,May,2000,2,40,Pedestrian,90,Pedestrian,Male,24
QLD,24,May,2000,6,0,Multiple,80,Driver,Male,58
SA,24,May,2000,7,45,Pedestrian,70,Pedestrian,Male,11
NSW,24,May,2000,9,30,Multiple,100,Driver,Male,54
NSW,24,May,2000,10,25,Single,50,Driver,Female,79
NSW,24,May,2000,15,15,Pedestrian,70,Pedestrian,Female,74
QLD,24,May,2000,19,0,Single,60,Passenger,Male,25
SA,24,May,2000,21,53,Multiple,110,Driver,Male,36
TAS,25,May,2000,8,5,Pedestrian,100,Pedestrian,Male,33
NT,25,May,2000,10,0,Single,Unlimited,Passenger,Female,19
NSW,25,May,2000,12,27,Multiple,100,Driver,Male,19
NSW,25,May,2000,13,32,Single,100,Driver,Female,18
SA,25,May,2000,19,0,Single,80,Driver,Female,42
NSW,26,May,2000,0,25,Multiple,110,Passenger,Female,21
NSW,26,May,2000,13,15,Single,100,Driver,Male,47
NSW,26,May,2000,18,0,Multiple,100,Driver,Female,28
WA,26,May,2000,22,30,Pedestrian,60,Pedestrian,Male,35
VIC,27,May,2000,0,45,Multiple,60,Passenger,Male,51
NSW,27,May,2000,2,0,Single,70,Passenger,Male,20
VIC,27,May,2000,5,30,Single,100,Driver,Male,34
VIC,27,May,2000,6,40,Single,90,Driver,Male,31
QLD,27,May,2000,10,0,Multiple,60,Driver,Female,83
QLD,27,May,2000,15,0,Single,60,Passenger,Male,11
SA,27,May,2000,19,30,Single,100,Driver,Male,17
NSW,28,May,2000,3,25,Single,100,Driver,Male,20
VIC,28,May,2000,11,20,Multiple,100,Bicyclist,Male,46
VIC,28,May,2000,11,30,Single,100,Driver,Male,21
QLD,28,May,2000,11,0,Single,100,Passenger,Female,46
QLD,28,May,2000,13,0,Multiple,100,Driver,Male,34
VIC,28,May,2000,14,15,Multiple,80,Passenger,Female,30
VIC,28,May,2000,14,15,Multiple,80,Driver,Male,28
QLD,28,May,2000,16,0,Multiple,100,Passenger,Female,12
SA,28,May,2000,22,30,Single,60,Passenger,Male,18
NSW,29,May,2000,8,58,Single,70,Driver,Female,68
NSW,29,May,2000,10,55,Single,90,Passenger,Female,36
ACT,29,May,2000,12,30,Multiple,-9,Passenger,Female,33
VIC,29,May,2000,14,45,Single,100,Driver,Male,32
VIC,29,May,2000,18,35,Multiple,110,Driver,Female,35
WA,29,May,2000,18,28,Pedestrian,90,Pedestrian,Male,68
VIC,30,May,2000,6,45,Multiple,60,Bicyclist,Male,23
QLD,30,May,2000,17,0,Pedestrian,60,Pedestrian,Male,93
NT,30,May,2000,17,55,Single,100,Bicyclist,Male,16
NSW,31,May,2000,12,0,Multiple,100,Driver,Male,53
VIC,31,May,2000,12,27,Multiple,70,Driver,Male,57
NSW,31,May,2000,19,0,Pedestrian,70,Pedestrian,Male,51
QLD,1,May,1999,2,0,Pedestrian,60,Pedestrian,Female,24
QLD,1,May,1999,4,0,Multiple,70,Motor cycle rider,Male,34
NSW,1,May,1999,14,0,Single,80,Motor cycle rider,Male,25
NSW,2,May,1999,2,30,Single,110,Driver,Female,36
NSW,2,May,1999,3,35,Single,100,Passenger,Male,20
SA,2,May,1999,5,0,Pedestrian,90,Pedestrian,Male,33
VIC,2,May,1999,9,45,Multiple,100,Bicyclist,Male,31
NSW,2,May,1999,14,0,Multiple,100,Motor cycle rider,Male,32
VIC,2,May,1999,15,55,Multiple,60,Motor cycle rider,Male,31
SA,3,May,1999,6,35,Single,80,Motor cycle rider,Male,42
QLD,3,May,1999,8,0,Single,80,Motor cycle rider,Male,55
WA,3,May,1999,12,20,Multiple,90,Driver,Male,86
VIC,4,May,1999,0,55,Single,100,Driver,Female,32
NSW,4,May,1999,13,40,Multiple,60,Driver,Female,24
WA,4,May,1999,14,35,Multiple,110,Driver,Male,73
NSW,4,May,1999,16,45,Multiple,60,Driver,Female,62
VIC,4,May,1999,16,30,Multiple,100,Driver,Female,30
TAS,4,May,1999,16,5,Multiple,60,Bicyclist,Male,19
NSW,4,May,1999,17,50,Single,60,Motor cycle rider,Male,18
NSW,4,May,1999,19,0,Single,100,Driver,Male,72
VIC,4,May,1999,19,55,Single,100,Driver,Male,34
VIC,5,May,1999,18,55,Multiple,100,Driver,Female,70
VIC,5,May,1999,19,45,Single,80,Driver,Male,18
TAS,5,May,1999,21,0,Multiple,100,Driver,Female,23
VIC,5,May,1999,23,45,Multiple,100,Driver,Male,21
VIC,6,May,1999,6,40,Multiple,60,Motor cycle rider,Male,24
SA,6,May,1999,7,35,Single,100,Driver,Female,38
VIC,6,May,1999,15,55,Multiple,60,Driver,Female,87
NSW,6,May,1999,17,15,Pedestrian,60,Pedestrian,Female,66
NSW,7,May,1999,12,0,Multiple,100,Driver,Male,75
NSW,8,May,1999,15,40,Single,80,Driver,Male,22
NSW,8,May,1999,21,15,Single,60,Passenger,Female,26
NSW,9,May,1999,0,30,Pedestrian,100,Pedestrian,Male,33
WA,9,May,1999,0,1,Single,80,Driver,Male,24
NSW,9,May,1999,16,30,Pedestrian,60,Pedestrian,Male,82
QLD,9,May,1999,17,0,Multiple,60,Driver,Male,73
NSW,9,May,1999,22,15,Single,100,Driver,Male,47
NSW,10,May,1999,12,15,Multiple,60,Driver,Male,84
NSW,10,May,1999,17,15,Single,60,Driver,Male,90
NSW,10,May,1999,19,15,Pedestrian,60,Pedestrian,Male,81
VIC,10,May,1999,19,10,Multiple,70,Driver,Male,27
NSW,11,May,1999,1,5,Multiple,90,Driver,Female,35
QLD,11,May,1999,11,0,Multiple,70,Driver,Male,48
QLD,11,May,1999,11,0,Multiple,70,Passenger,Female,43
WA,11,May,1999,11,35,Multiple,60,Passenger,Female,91
VIC,11,May,1999,15,45,Single,100,Driver,Male,55
VIC,11,May,1999,16,30,Single,100,Driver,Male,34
VIC,11,May,1999,16,10,Pedestrian,60,Pedestrian,Female,75
QLD,11,May,1999,21,0,Single,60,Driver,Male,50
QLD,11,May,1999,21,0,Single,60,Passenger,Male,3
NSW,12,May,1999,10,40,Multiple,60,Motor cycle pillion passenger,Male,25
NSW,12,May,1999,21,53,Single,80,Driver,Male,26
VIC,13,May,1999,5,45,Multiple,60,Bicyclist,Male,39
QLD,13,May,1999,8,0,Pedestrian,60,Pedestrian,Female,74
VIC,13,May,1999,11,0,Multiple,60,Driver,Male,84
QLD,13,May,1999,11,0,Multiple,100,Driver,Male,92
VIC,13,May,1999,12,40,Multiple,60,Driver,Male,48
SA,13,May,1999,14,15,Multiple,110,Driver,Female,82
NSW,13,May,1999,16,10,Multiple,60,Motor cycle rider,Male,36
TAS,13,May,1999,18,15,Multiple,100,Driver,Female,19
QLD,14,May,1999,7,0,Multiple,70,Driver,Male,65
QLD,14,May,1999,13,0,Pedestrian,80,Pedestrian,Male,24
VIC,14,May,1999,14,10,Multiple,90,Driver,Female,43
TAS,14,May,1999,16,30,Single,100,Passenger,Male,65
VIC,14,May,1999,21,5,Pedestrian,70,Pedestrian,Male,54
NSW,14,May,1999,22,0,Single,60,Passenger,Female,19
WA,15,May,1999,5,5,Single,70,Driver,Male,33
VIC,15,May,1999,11,53,Multiple,100,Passenger,Female,29
VIC,15,May,1999,11,53,Multiple,100,Driver,Male,23
NSW,15,May,1999,18,3,Multiple,70,Passenger,Female,3
NSW,16,May,1999,0,30,Single,100,Driver,Male,50
NSW,16,May,1999,3,0,Single,60,Driver,Female,18
NSW,16,May,1999,19,35,Multiple,110,Driver,Male,62
NSW,16,May,1999,19,35,Multiple,110,Passenger,Female,58
NSW,17,May,1999,6,35,Multiple,70,Motor cycle rider,Male,26
WA,17,May,1999,10,50,Multiple,80,Motor cycle rider,Male,64
NSW,17,May,1999,16,5,Multiple,80,Driver,Male,42
SA,17,May,1999,17,30,Multiple,60,Motor cycle rider,Male,22
NSW,17,May,1999,18,20,Pedestrian,60,Pedestrian,Female,77
VIC,18,May,1999,15,35,Pedestrian,60,Pedestrian,Female,79
VIC,18,May,1999,15,8,Single,100,Passenger,Female,62
VIC,18,May,1999,16,10,Pedestrian,60,Pedestrian,Male,85
NSW,18,May,1999,17,30,Pedestrian,60,Pedestrian,Female,54
NSW,19,May,1999,14,55,Multiple,110,Driver,Male,26
NSW,19,May,1999,14,55,Multiple,110,Passenger,Female,22
NSW,19,May,1999,14,55,Multiple,110,Driver,Female,39
NSW,19,May,1999,14,55,Multiple,110,Passenger,Female,9
QLD,19,May,1999,19,0,Multiple,100,Driver,Male,32
SA,19,May,1999,20,5,Multiple,80,Driver,Female,61
QLD,20,May,1999,5,0,Multiple,100,Driver,Female,17
NSW,20,May,1999,7,15,Pedestrian,100,Pedestrian,Female,58
QLD,20,May,1999,7,0,Pedestrian,60,Pedestrian,Male,62
WA,20,May,1999,9,15,Multiple,60,Driver,Female,69
TAS,20,May,1999,13,35,Multiple,80,Driver,Male,31
QLD,20,May,1999,14,0,Single,110,Passenger,Female,3
QLD,21,May,1999,1,0,Pedestrian,110,Pedestrian,Male,35
WA,21,May,1999,1,50,Pedestrian,110,Pedestrian,Female,24
NSW,21,May,1999,4,10,Pedestrian,60,Pedestrian,Male,19
NSW,21,May,1999,11,30,Single,60,Driver,Male,80
QLD,21,May,1999,17,0,Pedestrian,60,Pedestrian,Male,82
WA,21,May,1999,21,30,Single,50,Passenger,Female,23
QLD,22,May,1999,0,0,Single,100,Driver,Male,36
NT,22,May,1999,0,30,Single,Unlimited,Driver,Male,28
QLD,22,May,1999,1,0,Pedestrian,80,Pedestrian,Male,18
NSW,22,May,1999,16,15,Pedestrian,60,Pedestrian,Female,45
SA,22,May,1999,19,15,Multiple,60,Driver,Female,18
NSW,22,May,1999,22,25,Multiple,50,Passenger,Male,19
NSW,23,May,1999,0,15,Multiple,60,Driver,Male,23
VIC,23,May,1999,0,50,Single,100,Passenger,Male,49
QLD,23,May,1999,0,0,Single,100,Driver,Male,17
NSW,23,May,1999,13,20,Single,80,Driver,Male,36
QLD,23,May,1999,14,0,Single,60,Passenger,Male,23
QLD,23,May,1999,21,0,Single,60,Driver,Male,20
NSW,24,May,1999,5,20,Multiple,100,Driver,Male,35
TAS,24,May,1999,14,35,Multiple,100,Driver,Male,40
QLD,24,May,1999,16,0,Single,60,Motor cycle rider,Male,27
VIC,24,May,1999,17,35,Pedestrian,60,Pedestrian,Male,79
QLD,25,May,1999,0,0,Multiple,60,Driver,Male,22
QLD,25,May,1999,0,0,Multiple,60,Passenger,Male,23
QLD,25,May,1999,0,0,Multiple,60,Passenger,Male,21
QLD,25,May,1999,0,0,Multiple,60,Passenger,Male,26
WA,25,May,1999,11,55,Single,110,Driver,Male,76
NSW,25,May,1999,15,55,Multiple,110,Bicyclist,Male,28
VIC,25,May,1999,16,40,Multiple,100,Driver,Male,40
VIC,25,May,1999,17,30,Pedestrian,100,Pedestrian,Female,33
SA,25,May,1999,17,35,Pedestrian,60,Pedestrian,Female,79
VIC,25,May,1999,18,20,Pedestrian,60,Pedestrian,Male,39
NT,25,May,1999,19,0,Multiple,60,Motor cycle rider,Male,28
NSW,25,May,1999,21,35,Single,100,Passenger,Female,49
NSW,26,May,1999,6,50,Multiple,60,Motor cycle rider,Male,55
QLD,26,May,1999,9,0,Multiple,100,Driver,Male,21
NSW,26,May,1999,13,30,Multiple,60,Driver,Male,62
SA,26,May,1999,17,20,Single,110,Motor cycle rider,Male,44
VIC,26,May,1999,18,10,Pedestrian,80,Pedestrian,Male,37
NSW,26,May,1999,22,45,Multiple,60,Driver,Male,34
WA,27,May,1999,6,10,Multiple,110,Passenger,Male,33
SA,27,May,1999,9,34,Pedestrian,60,Pedestrian,Female,74
NSW,27,May,1999,18,5,Multiple,70,Bicyclist,Male,48
NSW,27,May,1999,22,30,Multiple,60,Passenger,Male,17
NSW,27,May,1999,23,17,Single,60,Passenger,Female,76
WA,28,May,1999,10,30,Multiple,60,Driver,Male,21
NSW,28,May,1999,13,50,Pedestrian,60,Pedestrian,Male,8
WA,28,May,1999,14,25,Multiple,60,Motor cycle rider,Male,29
VIC,28,May,1999,21,45,Pedestrian,80,Pedestrian,Female,39
SA,28,May,1999,23,20,Single,100,Driver,Male,29
QLD,29,May,1999,2,0,Single,100,Passenger,Male,18
VIC,29,May,1999,13,15,Pedestrian,60,Pedestrian,Female,73
VIC,29,May,1999,14,45,Single,100,Driver,Male,45
NSW,29,May,1999,17,40,Multiple,100,Bicyclist,Female,57
WA,30,May,1999,5,40,Single,60,Driver,Male,18
NSW,30,May,1999,9,20,Multiple,100,Driver,Male,70
NSW,30,May,1999,14,15,Multiple,100,Driver,Female,26
NSW,30,May,1999,14,15,Multiple,100,Driver,Male,80
NSW,30,May,1999,14,15,Multiple,100,Passenger,Female,86
NSW,31,May,1999,1,25,Single,70,Driver,Male,21
NSW,31,May,1999,5,50,Pedestrian,80,Pedestrian,Male,81
VIC,31,May,1999,13,55,Multiple,100,Driver,Male,69
VIC,1,May,1998,8,4,Pedestrian,60,Pedestrian,Male,76
NSW,1,May,1998,9,5,Single,100,Driver,Male,20
VIC,1,May,1998,10,30,Pedestrian,60,Pedestrian,Male,75
QLD,1,May,1998,18,0,Multiple,60,Motor cycle rider,Male,20
WA,1,May,1998,20,38,Pedestrian,60,Pedestrian,Male,29
NSW,1,May,1998,22,30,Multiple,90,Driver,Female,22
NSW,1,May,1998,23,0,Multiple,60,Passenger,Male,22
ACT,1,May,1998,99,99,Single,-9,Motor cycle rider,Male,18
SA,2,May,1998,0,35,Multiple,110,Driver,Male,47
NSW,2,May,1998,6,40,Multiple,70,Driver,Male,25
TAS,2,May,1998,18,55,Single,100,Driver,Male,19
NSW,2,May,1998,22,50,Single,100,Motor cycle rider,Male,29
VIC,2,May,1998,22,40,Multiple,60,Passenger,Female,25
NSW,3,May,1998,1,30,Single,60,Passenger,Male,19
VIC,3,May,1998,1,40,Single,80,Passenger,Female,17
QLD,3,May,1998,13,0,Multiple,100,Bicyclist,Male,54
WA,3,May,1998,13,10,Multiple,90,Driver,Male,20
NSW,3,May,1998,17,55,Multiple,100,Driver,Male,26
NSW,3,May,1998,18,50,Pedestrian,60,Pedestrian,Male,75
ACT,3,May,1998,99,99,Single,-9,Passenger,Male,20
VIC,4,May,1998,15,20,Pedestrian,60,Pedestrian,Female,70
QLD,4,May,1998,15,0,Single,110,Driver,Male,53
VIC,4,May,1998,16,50,Pedestrian,80,Pedestrian,Female,21
NSW,5,May,1998,7,40,Multiple,100,Driver,Female,41
NSW,5,May,1998,14,50,Multiple,100,Driver,Female,73
VIC,6,May,1998,5,13,Multiple,100,Motor cycle rider,Male,39
NSW,6,May,1998,6,45,Multiple,60,Motor cycle rider,Male,29
QLD,6,May,1998,6,0,Pedestrian,60,Pedestrian,Female,79
SA,6,May,1998,6,25,Pedestrian,60,Pedestrian,Female,74
VIC,6,May,1998,8,20,Multiple,100,Driver,Female,42
VIC,6,May,1998,12,50,Multiple,100,Driver,Male,81
SA,6,May,1998,17,0,Multiple,90,Driver,Female,26
TAS,6,May,1998,17,45,Multiple,100,Passenger,Female,74
WA,7,May,1998,22,30,Single,110,Motor cycle rider,Male,32
NSW,8,May,1998,7,50,Multiple,60,Motor cycle rider,Male,22
VIC,8,May,1998,10,45,Multiple,80,Passenger,Male,40
SA,8,May,1998,10,30,Pedestrian,60,Pedestrian,Female,83
NSW,8,May,1998,13,40,Pedestrian,60,Pedestrian,Female,2
QLD,8,May,1998,18,0,Single,100,Driver,Male,19
NSW,8,May,1998,19,20,Multiple,100,Driver,Male,37
VIC,8,May,1998,20,55,Multiple,80,Motor cycle rider,Male,32
NT,8,May,1998,20,30,Single,Unlimited,Passenger,Male,27
NSW,8,May,1998,22,28,Multiple,80,Driver,Male,-9
NSW,8,May,1998,22,28,Multiple,80,Passenger,Female,-9
SA,9,May,1998,0,50,Single,60,Passenger,Male,19
SA,9,May,1998,0,50,Single,60,Passenger,Male,21
WA,9,May,1998,3,24,Single,90,Driver,Male,32
NSW,9,May,1998,7,28,Pedestrian,60,Pedestrian,Male,81
QLD,9,May,1998,8,0,Multiple,100,Driver,Male,58
NSW,9,May,1998,14,20,Single,100,Passenger,Male,19
VIC,9,May,1998,15,0,Multiple,60,Driver,Male,81
VIC,9,May,1998,23,30,Single,60,Passenger,Female,40
NSW,10,May,1998,0,10,Single,60,Passenger,Male,19
VIC,10,May,1998,11,40,Multiple,80,Driver,Male,72
NSW,10,May,1998,12,0,Multiple,60,Motor cycle rider,Male,19
TAS,10,May,1998,19,50,Multiple,100,Driver,Female,59
NSW,10,May,1998,21,45,Single,80,Driver,Male,38
NSW,11,May,1998,1,30,Single,100,Passenger,Male,16
NT,11,May,1998,4,30,Single,Unlimited,Driver,Female,14
WA,11,May,1998,7,45,Single,110,Driver,Male,75
NSW,11,May,1998,11,9,Multiple,60,Motor cycle rider,Male,31
NSW,11,May,1998,11,9,Multiple,60,Motor cycle pillion passenger,Female,20
SA,11,May,1998,14,20,Multiple,80,Bicyclist,Female,43
NSW,11,May,1998,16,10,Pedestrian,80,Pedestrian,Male,91
NSW,11,May,1998,17,45,Pedestrian,100,Pedestrian,Male,49
NT,12,May,1998,6,50,Multiple,90,Bicyclist,Male,29
NSW,12,May,1998,15,37,Pedestrian,90,Pedestrian,Female,39
NSW,12,May,1998,15,20,Multiple,60,Motor cycle rider,Male,28
VIC,12,May,1998,16,25,Multiple,80,Passenger,Female,24
VIC,12,May,1998,16,25,Multiple,80,Driver,Female,25
NSW,12,May,1998,22,5,Single,100,Driver,Male,31
SA,13,May,1998,13,5,Single,110,Driver,Male,23
VIC,13,May,1998,16,45,Multiple,100,Driver,Male,18
NSW,14,May,1998,5,30,Single,100,Passenger,Female,24
NSW,14,May,1998,5,30,Single,100,Passenger,Female,19
WA,14,May,1998,12,50,Pedestrian,50,Pedestrian,Male,33
WA,14,May,1998,15,30,Single,110,Driver,Male,28
WA,14,May,1998,15,30,Single,110,Passenger,Male,25
QLD,14,May,1998,16,0,Single,100,Passenger,Male,12
NSW,14,May,1998,17,30,Pedestrian,60,Pedestrian,Female,77
NSW,14,May,1998,22,0,Single,100,Driver,Male,48
WA,15,May,1998,17,40,Pedestrian,60,Pedestrian,Male,2
NSW,15,May,1998,18,10,Single,100,Driver,Male,69
WA,15,May,1998,19,0,Single,60,Passenger,Female,16
SA,16,May,1998,4,21,Single,60,Driver,Male,23
VIC,16,May,1998,16,45,Multiple,100,Motor cycle rider,Male,26
WA,16,May,1998,22,0,Single,110,Passenger,Male,24
WA,17,May,1998,4,55,Single,60,Passenger,Male,30
SA,17,May,1998,19,50,Pedestrian,60,Pedestrian,Female,45
QLD,17,May,1998,20,0,Multiple,80,Motor cycle rider,Male,32
NSW,18,May,1998,9,20,Multiple,80,Driver,Male,29
NSW,18,May,1998,12,30,Multiple,60,Driver,Female,17
NSW,18,May,1998,19,59,Multiple,100,Driver,Male,22
NSW,18,May,1998,21,30,Multiple,60,Passenger,Female,3
NSW,19,May,1998,15,15,Single,60,Driver,Female,49
NT,19,May,1998,16,45,Pedestrian,60,Pedestrian,Female,37
QLD,19,May,1998,17,0,Pedestrian,60,Pedestrian,Male,72
VIC,20,May,1998,6,40,Multiple,100,Driver,Male,78
NSW,20,May,1998,19,59,Single,100,Motor cycle rider,Male,25
QLD,20,May,1998,22,0,Single,60,Driver,Female,19
QLD,21,May,1998,22,0,Single,100,Driver,Male,63
VIC,22,May,1998,3,20,Multiple,60,Passenger,Male,27
WA,22,May,1998,8,40,Single,110,Passenger,Female,9
NSW,22,May,1998,14,10,Pedestrian,60,Pedestrian,Female,51
WA,22,May,1998,14,55,Multiple,110,Driver,Male,27
WA,22,May,1998,14,55,Multiple,110,Driver,Male,62
VIC,22,May,1998,16,18,Multiple,100,Driver,Male,55
NSW,23,May,1998,6,0,Single,70,Driver,Male,22
SA,23,May,1998,8,10,Multiple,60,Driver,Male,43
WA,23,May,1998,14,30,Multiple,110,Motor cycle rider,Male,29
QLD,23,May,1998,15,0,Pedestrian,60,Pedestrian,Male,79
VIC,24,May,1998,0,30,Pedestrian,60,Pedestrian,Male,22
VIC,24,May,1998,14,4,Single,100,Driver,Male,18
WA,24,May,1998,15,55,Pedestrian,60,Pedestrian,Male,75
QLD,24,May,1998,16,0,Pedestrian,100,Pedestrian,Male,79
NSW,24,May,1998,20,5,Multiple,70,Passenger,Male,-9
NSW,24,May,1998,20,0,Pedestrian,60,Pedestrian,Male,23
VIC,25,May,1998,8,30,Multiple,80,Driver,Female,32
TAS,25,May,1998,12,10,Multiple,100,Driver,Female,44
NSW,25,May,1998,18,30,Single,100,Motor cycle rider,Male,16
TAS,25,May,1998,21,40,Pedestrian,60,Pedestrian,Male,21
WA,26,May,1998,5,50,Multiple,110,Driver,Male,63
SA,26,May,1998,9,50,Pedestrian,60,Pedestrian,Male,71
QLD,26,May,1998,13,0,Single,100,Driver,Male,58
NSW,26,May,1998,17,20,Multiple,70,Passenger,Male,79
NSW,26,May,1998,17,0,Pedestrian,60,Pedestrian,Male,67
NT,26,May,1998,18,30,Pedestrian,80,Pedestrian,Male,31
NT,26,May,1998,18,30,Pedestrian,80,Pedestrian,Female,21
NSW,26,May,1998,21,30,Single,100,Driver,Female,33
